date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:37	1608/1608	---M--	200	added ('OK')	image/jpeg	etag:%22648-59a23edd37b50%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/Workshop_ValeryVermeulenNL_Mutation2019.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/Workshop_ValeryVermeulenNL_Mutation2019.jpg	(from https://nerdlab.be/mutation/nieuws/workshop-deep-space-nl)
11:42:38	305976/305976	---M--	200	added ('OK')	image/jpeg	etag:%224ab38-59a7a2dbe0fda%22	https://nerdlab.be/data/images/_1200x630_crop_center-center_none/SannedeMuelenaere_JasnaRok-8_191010_100742.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x630_crop_center-center_none/SannedeMuelenaere_JasnaRok-8_191010_100742.jpg	(from https://nerdlab.be/mutation/nieuws/jasna-rok-nl)
11:42:38	294318/294318	---M--	200	added ('OK')	image/jpeg	etag:%2247dae-59a23ed3a2c33%22	https://nerdlab.be/data/images/_1200x600_crop_center-center_none/SannedeMuelenaere_JasnaRok-8_191010_100742.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x600_crop_center-center_none/SannedeMuelenaere_JasnaRok-8_191010_100742.jpg	(from https://nerdlab.be/mutation/nieuws/jasna-rok-nl)
11:42:38	12133/12133	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:38%20GMT	https://nerdlab.be/mutation/mutation/nieuws/jasna-rok-nl	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/jasna-rok-nl	(from https://nerdlab.be/mutation/nieuws/jasna-rok-nl)
11:42:38	8665/8665	---M--	200	added ('OK')	image/jpeg	etag:%2221d9-59a23ee163069%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/SannedeMuelenaere_JasnaRok-8_191010_100742.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/SannedeMuelenaere_JasnaRok-8_191010_100742.jpg	(from https://nerdlab.be/mutation/nieuws/jasna-rok-nl)
11:42:39	12057/12057	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:38%20GMT	https://nerdlab.be/mutation/en/	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/en/index.html	(from https://nerdlab.be/mutation/nieuws/jasna-rok-nl)
11:42:39	12175/12175	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:38%20GMT	https://nerdlab.be/mutation/mutation/nieuws/talk-young-talent-seks-mag	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/talk-young-talent-seks-mag	(from https://nerdlab.be/mutation/nieuws/talk-young-talent-seks-mag)
11:42:39	11064/11064	---M--	200	added ('OK')	image/jpeg	etag:%222b38-59a23edef15e4%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/promo.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/promo.jpg	(from https://nerdlab.be/mutation/nieuws/talk-young-talent-seks-mag)
11:42:39	12121/12121	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:39%20GMT	https://nerdlab.be/mutation/mutation/nieuws/polymorf	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/polymorf	(from https://nerdlab.be/mutation/nieuws/polymorf)
11:42:39	12187/12187	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:39%20GMT	https://nerdlab.be/mutation/mutation/nieuws/tweede-spreker-dries-depoorter	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/tweede-spreker-dries-depoorter	(from https://nerdlab.be/mutation/nieuws/tweede-spreker-dries-depoorter)
11:42:40	12250/12250	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:39%20GMT	https://nerdlab.be/mutation/mutation/nieuws/man-machine-logos-robot-orchestra-mutation-festival	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/man-machine-logos-robot-orchestra-mutation-festival	(from https://nerdlab.be/mutation/nieuws/man-machine-logos-robot-orchestra-mutation-festival)
11:42:40	4464/4464	---M--	200	added ('OK')	image/jpeg	etag:%221170-59a23edee98a4%22	https://nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/Logos.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_100xAUTO_crop_center-center_90_none/Logos.jpg	(from https://nerdlab.be/mutation/nieuws/man-machine-logos-robot-orchestra-mutation-festival)
11:42:40	96790/96790	---M--	200	added ('OK')	image/jpeg	etag:%2217a16-59a7a2dc2ca9e%22	https://nerdlab.be/data/images/_1200x630_crop_center-center_none/DAAN-ROOSEGAARDE-15-BY-REBECCA-MELL.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x630_crop_center-center_none/DAAN-ROOSEGAARDE-15-BY-REBECCA-MELL.jpg	(from https://nerdlab.be/mutation/nieuws/daan-roosegaarde-mutation-2019)
11:42:40	92100/92100	---M--	200	added ('OK')	image/jpeg	etag:%22167c4-59a23ed0cf9a6%22	https://nerdlab.be/data/images/_1200x600_crop_center-center_none/DAAN-ROOSEGAARDE-15-BY-REBECCA-MELL.jpg	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/data/images/_1200x600_crop_center-center_none/DAAN-ROOSEGAARDE-15-BY-REBECCA-MELL.jpg	(from https://nerdlab.be/mutation/nieuws/daan-roosegaarde-mutation-2019)
11:42:41	12187/12187	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:40%20GMT	https://nerdlab.be/mutation/mutation/nieuws/daan-roosegaarde-mutation-2019	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/daan-roosegaarde-mutation-2019	(from https://nerdlab.be/mutation/nieuws/daan-roosegaarde-mutation-2019)
11:42:41	12166/12166	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2009:42:41%20GMT	https://nerdlab.be/mutation/mutation/nieuws/bring-your-own-beamer-1	C:/My%20Web%20Sites/nerdlab-mutation-2019/nerdlab.be/mutation/mutation/nieuws/bring-your-own-beamer-1	(from https://nerdlab.be/mutation/nieuws/bring-your-own-beamer-1)
